Email,Square_footage,Home_type,Cool_setting,Heat_setting,Zip_code
tcaudy@plexzap.com,274,mobile home,,,95715
tcetta@fasehatice.com,171,apartment,73,75,2822
tchaffins@konex.com,1435,house,73,72,40481
tchaffins@lexiqvolax.com,811,apartment,74,71,11417
tchaffins@singletechno.com,401,apartment,,68,37186
tchaffins@statholdings.com,836,apartment,73,73,91010
tchavous@fasehatice.com,395,mobile home,73,67,1079
tclaucherty@toughzap.com,1476,apartment,73,76,50228
tcloney@openlane.com,1967,house,,69,29351
tcomnick@yearin.com,1291,apartment,72,76,24132
tcookey@finhigh.com,847,apartment,74,73,86032
tcork@bioholding.com,818,apartment,68,75,92277
tcorrington@bioplex.com,77,townhome,70,78,15028
tcorrington@y-corporation.com,2231,house,75,71,7832
tcoyier@treequote.com,621,house,69,70,95113
tcrupi@xx-holding.com,746,house,,75,31331
tdegonia@zotware.com,1504,house,74,75,56560
tdelasancha@konex.com,3435,condominium,,76,15489
tdeleo@ontomedia.com,633,apartment,72,68,74761
tdeleo@warephase.com,1337,house,75,72,77597
tdevreese@plusstrip.com,2501,house,73,67,70004
tdhamer@mathtouch.com,1886,house,72,75,64147
tdhamer@ron-tech.com,702,apartment,75,74,3224
tdilello@goodsilron.com,1466,apartment,76,71,12961
tdinos@mathtouch.com,492,apartment,,,31907
tdinos@sonron.com,399,mobile home,69,76,53182
tdopico@konex.com,1625,apartment,75,69,32828
tdorshorst@sunnamplex.com,1517,house,74,72,24594
tdrymon@finjob.com,505,apartment,,,56316
tdubaldi@green-plus.com,1833,townhome,71,,27603
teanes@plussunin.com,1867,house,70,73,91714
tehmann@zathunicon.com,756,house,71,74,75163
temard@zotware.com,721,house,73,74,14103
temigh@faxquote.com,298,apartment,73,64,72216
tengelberg@y-corporation.com,1616,house,73,69,34233
tennaco@dalttechnology.com,1389,house,72,68,84947
teschberger@domzoom.com,663,house,73,70,96038
tfallick@xx-zobam.com,2064,townhome,71,71,29006
tfarrar@betasoloin.com,1599,house,72,69,29325
tfeichtner@goodsilron.com,733,house,73,75,72927
tfelger@bioplex.com,637,house,68,,88047
tferencz@rantouch.com,2062,house,72,72,30917
tfigeroa@blackzim.com,108,apartment,73,64,39097
tfillingim@ron-tech.com,1378,house,71,71,44266
tfillingim@yearin.com,1133,townhome,,74,60168
tflosi@fasehatice.com,1058,apartment,73,69,23507
tfoller@zencorporation.com,1883,house,70,74,32231
tfrerking@sumace.com,3316,house,,,48127
tfritz@year-job.com,667,apartment,,74,68069
tgalam@doncon.com,1477,townhome,71,71,37842
tgalam@kinnamplus.com,1306,house,71,,28019
tgehrett@ganjaflex.com,1083,house,70,76,28386
tgehrett@nam-zim.com,2034,house,72,69,62924
tgehrett@openlane.com,306,mobile home,,76,62817
tgellinger@blackzim.com,1592,apartment,72,73,80819
tgesick@green-plus.com,1705,apartment,72,,80918
tgesick@plusstrip.com,749,house,71,74,21748
tgillaspie@funholding.com,99,apartment,,77,24852
tgillian@statholdings.com,529,condominium,72,75,22968
tglick@opentech.com,2757,house,73,73,81001
tgobern@hottechi.com,842,apartment,70,73,12962
tgochal@gogozoom.com,597,townhome,73,76,82711
tgotter@y-corporation.com,730,apartment,72,,92615
tgwalthney@mathtouch.com,428,mobile home,,72,32940
thalsey@konmatfix.com,134,house,,76,74646
thalsey@y-corporation.com,624,apartment,72,74,76836
tharnos@fasehatice.com,1430,house,,73,93226
tharnos@statholdings.com,1611,house,72,70,50059
tharnos@xx-holding.com,539,apartment,74,75,66716
tharoldson@groovestreet.com,1177,house,75,75,95304
thiatt@dalttechnology.com,1348,house,74,67,87712
thirpara@finhigh.com,194,mobile home,74,72,12451
thixenbaugh@plexzap.com,2592,house,74,76,31039
thoa@faxquote.com,738,apartment,,67,58620
thoffis@nam-zim.com,579,apartment,,,37917
thoffis@ontomedia.com,844,townhome,71,68,47220
thollack@newex.com,1146,house,69,73,74728
thoopengardner@silis.com,405,mobile home,68,71,6777
thoopengardner@zumgoity.com,1201,townhome,74,76,78730
thudnall@finhigh.com,867,apartment,74,71,44841
thudnall@kan-code.com,950,apartment,72,,75782
thudnall@konex.com,996,apartment,74,73,96105
thusser@condax.com,2020,house,73,76,53507
tinouye@mathtouch.com,892,house,,73,54206
tjillson@kinnamplus.com,1603,house,74,68,80237
tjulia@plexzap.com,572,house,72,72,73624
tjulia@y-corporation.com,841,house,72,,36601
tjuvera@newex.com,1127,townhome,73,76,41129
tkarpin@finhigh.com,1159,townhome,73,76,65808
tkarpin@konex.com,947,apartment,,72,51246
tketelsen@goodsilron.com,391,apartment,74,74,79707
tkiel@treequote.com,783,condominium,76,66,11740
tkitty@betatech.com,1209,apartment,68,73,20042
tklusman@condax.com,985,house,72,78,33124
tklusman@green-plus.com,78,apartment,72,72,16633
tknipp@green-plus.com,2317,house,69,70,67029
tkorando@inity.com,1165,house,,70,99761
tkusko@xx-holding.com,665,house,,72,16865
tlabreche@blackzim.com,1054,condominium,69,75,7649
tlabreche@rantouch.com,92,mobile home,69,76,45734
tlabreche@warephase.com,920,house,,77,92369
tlace@groovestreet.com,1541,condominium,71,76,44681
tlacovara@sumace.com,2050,house,72,75,78880
tlatzke@zoomit.com,710,house,72,,64468
tlawler@funholding.com,752,house,74,72,80241
tlinahan@kan-code.com,940,house,,77,93779
tlinahan@plusstrip.com,673,townhome,,68,7803
tlinahan@sumace.com,1615,house,,78,28236
tlipke@treequote.com,1298,apartment,74,76,83525
tlipkin@bioholding.com,125,house,72,73,77221
tlukasik@cancity.com,2520,house,73,73,7059
tlukasik@finhigh.com,422,apartment,71,76,79550
tlungren@donquadtech.com,2325,house,72,69,88424
tlungren@sunnamplex.com,626,apartment,73,75,65734
tmaclead@openlane.com,1151,apartment,,75,72384
tmaile@zotware.com,3553,house,69,74,46680
tmaillard@bioholding.com,1089,townhome,,71,6778
tmaisto@konex.com,449,apartment,,,4750
tmaisto@zathunicon.com,1182,house,76,65,43260
tmastella@zotware.com,205,mobile home,74,75,20758
tmccullan@zotware.com,402,apartment,72,68,96118
tmcnease@finjob.com,894,condominium,74,75,59759
tmcrae@isdom.com,1197,house,73,,49934
tmeisel@faxquote.com,1232,condominium,71,65,47672
tmelnyk@newex.com,601,townhome,,72,16745
tmenter@dalttechnology.com,2350,house,,69,24549
tmodzelewski@treequote.com,311,mobile home,72,75,7027
tmonarrez@bioplex.com,1176,house,74,73,64053
tmonarrez@codehow.com,759,apartment,,74,79368
tmondella@zathunicon.com,616,townhome,,74,25265
tmotley@groovestreet.com,1223,apartment,69,71,88133
tmugnolo@plusstrip.com,1272,house,72,74,49930
tmunis@betatech.com,1801,house,,78,50073
tmunis@faxquote.com,1364,apartment,72,74,2045
tnachor@domzoom.com,590,apartment,74,77,14887
tnachor@finjob.com,1062,apartment,69,69,71455
tnachor@year-job.com,1038,townhome,73,72,6028
tnayar@statholdings.com,779,house,,74,84153
tneither@nam-zim.com,463,apartment,,77,40921
tnicolozakes@kinnamplus.com,551,townhome,70,77,98154
tnievas@zoomit.com,1449,house,74,72,99606
tohms@statholdings.com,611,house,73,,55982
toldroyd@rantouch.com,3932,house,,67,3773
toldroyd@zotware.com,1241,house,73,,51645
toles@domzoom.com,462,apartment,70,77,77255
tonofrio@rangreen.com,1388,townhome,74,71,98354
tostolaza@donware.com,1538,apartment,71,73,22153
tpagliuca@conecom.com,987,apartment,,,26003
tpalaspas@bioplex.com,719,condominium,75,72,82630
tpalaspas@cancity.com,1337,apartment,,71,60941
tpalaspas@golddex.com,785,townhome,,,19544
tpapasergi@zoomit.com,265,mobile home,75,76,74543
tparvis@scottech.com,1569,townhome,70,66,80620
tperin@betatech.com,890,apartment,72,73,22660
tperruzza@ron-tech.com,3205,house,,71,33110
tpolidori@toughzap.com,628,house,73,,78081
tpoullion@y-corporation.com,144,apartment,,73,7046
tpugh@xx-holding.com,2336,house,,76,60930
tradde@j-texon.com,578,apartment,68,75,80428
trauser@sunnamplex.com,778,apartment,73,,36701
treiber@dontechi.com,927,apartment,,73,57278
treiber@inity.com,1330,apartment,72,72,19533
treiber@xx-holding.com,1326,house,69,74,45044
trentfro@newex.com,594,apartment,74,,58277
trentfro@streethex.com,673,apartment,,70,58776
trestrepo@opentech.com,2971,house,,70,20470
trhym@domzoom.com,77,apartment,75,72,74052
trim@betatech.com,74,apartment,73,71,78029
trim@green-plus.com,1198,house,71,66,64077
trim@kan-code.com,552,mobile home,73,74,73448
trim@sunnamplex.com,1078,apartment,72,70,30189
trodeigues@yearin.com,1846,townhome,71,66,85530
trodenberger@hottechi.com,574,condominium,75,70,49786
trodenberger@ontomedia.com,1557,apartment,,76,2155
troyster@faxquote.com,398,apartment,72,,63567
troyster@funholding.com,687,house,73,,16871
troyster@stanredtax.com,856,apartment,,74,30503
tsahagun@inity.com,776,house,73,69,30007
tsahagun@kinnamplus.com,677,house,,,24053
tsahagun@nam-zim.com,1050,apartment,,76,46968
tsaras@goodsilron.com,457,apartment,71,76,62510
tsawchuk@opentech.com,470,apartment,74,,57660
tschemmer@plexzap.com,222,house,71,74,38151
tschoeneck@inity.com,375,apartment,,70,74954
tsemidey@bioplex.com,923,condominium,71,67,68763
tsemidey@ontomedia.com,365,apartment,72,72,97739
tsengbusch@singletechno.com,1741,house,71,71,24861
tsengbusch@statholdings.com,685,apartment,72,76,55717
tshealy@konmatfix.com,1547,condominium,71,69,62561
tshields@warephase.com,1417,house,75,74,63763
tshin@inity.com,1968,house,,74,59256
tshinko@scotfind.com,866,apartment,,66,17030
tskulski@golddex.com,685,apartment,,74,70823
tskulski@openlane.com,1516,house,71,75,21244
tslayton@opentech.com,857,apartment,72,73,47115
tslayton@sumace.com,826,house,,69,26533
tspringe@zotware.com,1035,apartment,,69,48909
tstem@rangreen.com,2859,apartment,76,74,91413
tstenseth@conecom.com,2955,house,70,73,10803
tstorment@yearin.com,486,condominium,71,71,56724
tstrassner@funholding.com,564,apartment,76,,28367
tstuer@singletechno.com,1596,house,74,71,79918
tsuell@finhigh.com,909,house,69,72,17943
tsuell@rangreen.com,931,house,73,73,65260
tsuell@xx-zobam.com,598,house,72,70,65627
tsyrop@ganjaflex.com,1670,apartment,,70,4273
tsyrop@sunnamplex.com,772,apartment,72,74,50380
ttegarden@toughzap.com,986,apartment,,66,74360
ttegarden@zencorporation.com,544,apartment,70,,56442
tthreets@scotfind.com,587,townhome,74,76,66773
tthyberg@year-job.com,1666,house,,73,77874
ttillotson@betasoloin.com,946,house,,70,31498
ttoelkes@bioholding.com,215,house,72,67,29423
ttoelkes@y-corporation.com,1276,townhome,72,72,17233
ttolfree@golddex.com,842,apartment,,78,74156
ttolfree@mathtouch.com,215,mobile home,,76,95687
ttolfree@yearin.com,634,condominium,74,74,28710
ttomasulo@j-texon.com,278,mobile home,,75,20784
ttomblin@zumgoity.com,244,house,75,72,6226
ttromblay@streethex.com,1686,house,,64,85030
tupthegrove@blackzim.com,1658,house,73,70,64187
tvanheusen@funholding.com,903,house,,72,56446
tvanheusen@j-texon.com,423,apartment,,72,64654
tvarriano@bioholding.com,894,apartment,75,67,40962
tvarriano@hottechi.com,972,apartment,76,68,25201
tvenere@zoomit.com,1010,apartment,71,71,80649
tvizarro@plussunin.com,581,townhome,,72,51544
tvonasek@dontechi.com,496,apartment,,65,56222
twaymire@hatfan.com,908,house,,70,48767
twaymire@plusstrip.com,875,house,72,75,62610
tweglarz@golddex.com,602,apartment,,69,33605
tweglarz@zathunicon.com,614,townhome,73,73,73772
tweight@y-corporation.com,718,apartment,74,76,45238
twesterbeck@toughzap.com,506,apartment,75,72,72140
twide@openlane.com,79,townhome,69,67,62837
twiklund@plusstrip.com,1187,apartment,,76,87185
tyglesias@kinnamplus.com,832,house,72,76,15026
tyum@yearin.com,1684,house,,71,32920
tzepp@warephase.com,78,house,76,,25969
vangalich@konex.com,605,house,73,67,76431
vangalich@plexzap.com,870,apartment,,71,58068
varias@labdrill.com,776,apartment,,77,32176
vbarfield@xx-zobam.com,2165,house,76,75,53006
vbartolet@donquadtech.com,125,apartment,72,70,89042
vberlanga@yearin.com,69,apartment,75,68,51571
vbiddy@warephase.com,2886,house,73,67,81149
vbirkner@bioplex.com,642,condominium,70,77,95236
vbitsuie@funholding.com,334,apartment,72,70,30129
vblackwood@konex.com,3162,house,73,70,98043
vblackwood@rantouch.com,1605,house,68,69,87728
vbookamer@domzoom.com,1055,apartment,75,,15147
vbourbon@labdrill.com,1362,apartment,,72,73601
vbrideau@funholding.com,1697,house,,,42322
vbrossart@dontechi.com,2694,house,,76,25507
vbrossart@konmatfix.com,4268,townhome,73,74,18813
vbrucato@zotware.com,609,condominium,72,74,53075
vbuzick@streethex.com,577,house,,,31705
vcampain@sumace.com,454,apartment,,71,41604
vcantres@year-job.com,3046,townhome,,66,41339
vcantres@yearin.com,792,apartment,,75,31904
vcartan@ganjaflex.com,631,townhome,71,77,67544
vcentini@sonron.com,448,mobile home,74,70,98477
vchui@yearin.com,949,house,72,69,30065
vcolaizzo@codehow.com,1821,house,,,35254
vcoody@warephase.com,1202,apartment,70,69,23801
vcookey@donware.com,973,apartment,,73,24590
vcookey@gogozoom.com,782,house,70,73,44106
vcorbley@sunnamplex.com,1139,apartment,71,76,76444
vcorrington@ganjaflex.com,684,house,75,70,16874
vcraghead@golddex.com,1330,apartment,76,73,7653
vcronauer@green-plus.com,520,apartment,73,,54548
vcrupi@lexiqvolax.com,547,apartment,75,69,64733
vdeleo@fasehatice.com,585,apartment,74,67,74335
vdewar@konex.com,1302,condominium,71,76,80751
vdinos@treequote.com,1371,apartment,74,,66403
vdopico@iselectrics.com,818,house,69,72,93201
vdrymon@dontechi.com,873,house,,,76369
vfarrow@mathtouch.com,1396,townhome,72,70,25857
vfishburne@fasehatice.com,1890,house,72,75,70394
vflosi@scotfind.com,2258,house,74,71,99612
vfortino@bioplex.com,112,house,70,70,14547
vfredicks@iselectrics.com,444,apartment,68,76,67871
vgato@golddex.com,637,apartment,73,71,85282
vgehrett@betasoloin.com,107,apartment,,69,66830
vgehrett@golddex.com,950,apartment,70,76,32185
vgesick@groovestreet.com,1210,apartment,,73,78377
vgoldammer@isdom.com,666,apartment,,75,40695
vgreenbush@ron-tech.com,1391,condominium,,74,58755
vgrenet@cancity.com,2917,townhome,70,,25878
vgwalthney@finhigh.com,146,mobile home,74,76,44427
vhalter@mathtouch.com,515,condominium,74,70,77048
vhamilton@dambase.com,2163,house,,68,95251
vharnos@konmatfix.com,414,apartment,,72,85372
vhengel@konex.com,555,apartment,,78,30306
vhengel@toughzap.com,859,apartment,73,75,94508
vhirpara@yearin.com,1476,townhome,73,65,95887
vhochard@statholdings.com,2497,house,,,39060
vhoogland@scottech.com,1761,house,,75,74836
vinouye@zencorporation.com,1633,house,75,69,23294
vinouye@zoomit.com,181,apartment,,76,98198
vjurney@ganjaflex.com,225,house,74,65,49638
vjurney@isdom.com,1317,house,70,73,89109
vjuvera@condax.com,1704,apartment,76,71,51017
vkarpel@doncon.com,2456,house,,75,98155
vkarpel@labdrill.com,671,condominium,,74,43323
vkarpel@streethex.com,132,house,76,73,33765
vkeener@sumace.com,1527,house,75,,30259
vkeneipp@kan-code.com,1868,apartment,72,69,94613
vkitzman@plusstrip.com,952,apartment,,70,79346
vklusman@opentech.com,1243,house,74,72,78241
vkohl@plussunin.com,600,apartment,73,,66686
vkoppinger@sunnamplex.com,497,apartment,71,70,25431
vkorando@rangreen.com,595,mobile home,72,74,93703
vlacovara@konex.com,554,condominium,71,70,45099
vlapage@dalttechnology.com,842,apartment,73,,624
vlary@rundofase.com,645,condominium,75,74,43054
vleto@nam-zim.com,1236,house,72,74,2035
vmaile@year-job.com,938,apartment,72,72,15773
vmastella@singletechno.com,157,mobile home,,73,85097
vmatuszak@iselectrics.com,1523,townhome,,72,87194
vmaybury@faxquote.com,2458,apartment,75,76,30237
vmaynerich@domzoom.com,691,house,76,74,67028
vmccullan@konmatfix.com,1803,house,72,,45944
vmcnease@kan-code.com,431,apartment,,74,39532
vmeteer@donware.com,845,condominium,,73,39769
vmiro@isdom.com,523,apartment,68,72,75374
vmulqueen@isdom.com,871,house,73,75,26845
vmunis@statholdings.com,213,townhome,,69,54557
vmunis@zathunicon.com,1381,house,70,71,58420
vmunns@plussunin.com,3041,townhome,,,23856
vmyricks@betasoloin.com,976,townhome,75,71,55315
vnestle@gogozoom.com,1511,apartment,72,,45211
vogg@gogozoom.com,1299,townhome,69,75,10527
vogg@xx-zobam.com,1752,townhome,75,,49726
vostolaza@dontechi.com,1897,house,71,74,12248
vostolaza@scottech.com,278,condominium,74,78,25047
vpadilla@sumace.com,1502,house,74,,76483
vpedrozo@scottech.com,1800,house,71,71,65011
vperin@kan-code.com,624,apartment,72,76,29208
vpontoriero@inity.com,804,apartment,73,75,14736
vradde@yearin.com,775,house,71,,75766
vregusters@zathunicon.com,801,apartment,75,69,46798
vrhoden@warephase.com,87,townhome,,,55393
vrim@finjob.com,753,apartment,,72,54942
vriopelle@ron-tech.com,830,house,,74,47948
vrodefer@plexzap.com,1470,apartment,74,68,60566
vroyster@zathunicon.com,822,apartment,,76,76303
vsahagun@fasehatice.com,658,apartment,72,74,28133
vsama@statholdings.com,738,apartment,,70,45026
vsawchuk@isdom.com,118,house,,69,57042
vsemidey@donquadtech.com,534,townhome,,67,74959
vshields@konmatfix.com,1194,condominium,,,35216
vshields@lexiqvolax.com,1712,house,74,76,24221
vskursky@zathunicon.com,175,mobile home,74,75,63099
vspickerman@silis.com,1290,condominium,,77,37041
vstimmel@betatech.com,2204,house,74,,32336
vstockham@hottechi.com,774,condominium,74,,14208
vstockham@y-corporation.com,1408,house,,72,46743
vstorment@donquadtech.com,675,apartment,73,,13420
vstuer@condax.com,86,apartment,72,72,46143
vstuer@dambase.com,1733,apartment,73,70,16534
vsweigard@betatech.com,1956,house,,76,88579
vsweigard@xx-zobam.com,1402,house,74,70,99744
vtagala@golddex.com,2750,house,73,67,67418
vtegarden@treequote.com,686,apartment,,65,81613
vthreets@donware.com,874,apartment,71,76,39210
vtollner@hottechi.com,1586,house,71,73,8556
vtollner@plussunin.com,2938,house,,74,62656
vturinetti@konex.com,1374,house,69,74,84638
vupthegrove@dalttechnology.com,4486,house,71,76,76115
vvarriano@inity.com,2418,house,71,,2839
vvizarro@hatfan.com,468,condominium,73,72,38222
vweglarz@cancity.com,1570,apartment,76,,30457
vweight@lexiqvolax.com,1774,house,71,,39530
vweirather@konex.com,1327,townhome,72,,97909
vwenzinger@zathunicon.com,1805,apartment,69,72,98244
vwolfgramm@plexzap.com,1209,house,70,70,20726
vyaw@cancity.com,1283,apartment,71,71,24815
vzagen@condax.com,1981,townhome,,,14560
wagramonte@blackzim.com,696,house,69,67,913
wauffrey@sumace.com,863,house,74,78,95542
wbarfield@streethex.com,1499,townhome,73,70,78162
wbartolet@plussunin.com,651,townhome,73,76,32956
wbatman@stanredtax.com,1507,house,72,73,64505
wberganza@stanredtax.com,961,apartment,68,72,13407
wberray@j-texon.com,667,house,,75,49679
wbiddy@sumace.com,82,house,,66,56687
wbookamer@inity.com,305,house,75,74,96009
wbowley@scottech.com,1798,apartment,,72,43078
